======================================================================
BELUGA CHALLENGE - LÖSUNGSPROTOKOLL
======================================================================

Problem: problems/problem_90_s132_j137_r8_oc81_f43.json
Lösungsdatum: 11.08.2025 20:02:37
Anzahl Schritte: 10561/20000
Erfolgreicher Abschluss: Ja
Benötigte Zeit: 5 Min 14.3 Sek

======================================================================
AKTIONSSTATISTIK (NACH OPTIMIERUNG)
======================================================================

left_unstack_rack        : 2076 ( 23.7%)
left_stack_rack          : 2082 ( 23.8%)
unload_beluga            :  114 (  1.3%)
right_unstack_rack       : 2090 ( 23.9%)
right_stack_rack         : 2087 ( 23.8%)
deliver_to_hangar        :  103 (  1.2%)
load_beluga              :  107 (  1.2%)
get_from_hangar          :  102 (  1.2%)

======================================================================
OPTIMIERUNG
======================================================================

Ursprüngliche Anzahl Schritte: 10561
Optimierte Anzahl Schritte: 8761
Optimierung/Reduktion: 17.04%

======================================================================
OPTIMIERTE AKTIONSSEQUENZ
======================================================================

  1: left_unstack_rack         | Parameter: rack=5, trailer=0
4643: right_unstack_rack        | Parameter: rack=0, trailer=2
4644: right_unstack_rack        | Parameter: rack=7, trailer=0
4645: left_stack_rack           | Parameter: rack=1, trailer=0
4646: left_unstack_rack         | Parameter: rack=5, trailer=0
4647: right_stack_rack          | Parameter: rack=2, trailer=0
4648: left_stack_rack           | Parameter: rack=7, trailer=0
4649: left_unstack_rack         | Parameter: rack=2, trailer_id=0
4650: right_stack_rack          | Parameter: rack=7, trailer=2
4651: right_unstack_rack        | Parameter: rack=5, trailer=2
4652: right_unstack_rack        | Parameter: rack=1, trailer=0
4653: right_stack_rack          | Parameter: rack=5, trailer=0
4654: right_unstack_rack        | Parameter: rack=4, trailer=0
4655: right_stack_rack          | Parameter: rack=1, trailer=0
4656: right_stack_rack          | Parameter: rack=5, trailer=2
4657: right_unstack_rack        | Parameter: rack=7, trailer=2
4658: right_stack_rack          | Parameter: rack=4, trailer=2
4659: right_stack_rack          | Parameter: rack=3, trailer=1
4660: right_unstack_rack        | Parameter: rack=1, trailer=1
4661: load_beluga               | Parameter: trailer_beluga=0
4662: left_unstack_rack         | Parameter: rack=4, trailer=0
4663: right_stack_rack          | Parameter: rack=2, trailer=1
4664: right_unstack_rack        | Parameter: rack=5, trailer=0
4665: right_unstack_rack        | Parameter: rack=7, trailer=1
4666: right_stack_rack          | Parameter: rack=2, trailer=0
4667: right_stack_rack          | Parameter: rack=5, trailer=1
4668: right_unstack_rack        | Parameter: rack=6, trailer=0
4669: left_stack_rack           | Parameter: rack=6, trailer=0
4670: left_unstack_rack         | Parameter: rack=4, trailer_id=0
4671: right_unstack_rack        | Parameter: rack=1, trailer=2
4672: right_unstack_rack        | Parameter: rack=6, trailer=1
4673: right_stack_rack          | Parameter: rack=2, trailer=1
4674: right_unstack_rack        | Parameter: rack=5, trailer=1
4675: right_stack_rack          | Parameter: rack=3, trailer=1
4676: right_unstack_rack        | Parameter: rack=0, trailer=1
4677: left_stack_rack           | Parameter: rack=3, trailer=0
4678: left_unstack_rack         | Parameter: rack=7, trailer=0
4679: left_stack_rack           | Parameter: rack=1, trailer=0
4680: left_unstack_rack         | Parameter: rack=4, trailer=0
4681: right_stack_rack          | Parameter: rack=1, trailer=1
4682: left_stack_rack           | Parameter: rack=7, trailer=0
4683: left_unstack_rack         | Parameter: rack=4, trailer=0
4684: right_unstack_rack        | Parameter: rack=7, trailer=1
4685: right_stack_rack          | Parameter: rack=4, trailer=2
4686: right_unstack_rack        | Parameter: rack=7, trailer_id=2
4687: left_stack_rack           | Parameter: rack=7, trailer=0
4688: left_unstack_rack         | Parameter: rack=4, trailer=0
4689: right_stack_rack          | Parameter: rack=2, trailer=0
4690: right_stack_rack          | Parameter: rack=4, trailer=1
4691: left_stack_rack           | Parameter: rack=2, trailer=0
4692: left_unstack_rack         | Parameter: rack=0, trailer=0
4693: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=2
4694: right_unstack_rack        | Parameter: rack=6, trailer=0
4695: load_beluga               | Parameter: trailer_beluga=0
4696: left_unstack_rack         | Parameter: rack=0, trailer=0
4697: right_unstack_rack        | Parameter: rack=6, trailer_id=1
4698: right_stack_rack          | Parameter: rack=7, trailer=1
4699: right_stack_rack          | Parameter: rack=0, trailer=0
4700: left_stack_rack           | Parameter: rack=6, trailer=0
4701: left_unstack_rack         | Parameter: rack=1, trailer=0
4702: get_from_hangar           | Parameter: hangar=0, trailer_factory=0
4703: right_stack_rack          | Parameter: rack=4, trailer=0
4704: left_stack_rack           | Parameter: rack=4, trailer=0
4705: left_unstack_rack         | Parameter: rack=6, trailer=0
4706: left_stack_rack           | Parameter: rack=4, trailer=0
4707: left_unstack_rack         | Parameter: rack=7, trailer=0
4708: right_unstack_rack        | Parameter: rack=7, trailer_id=0
4709: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=0
4710: right_unstack_rack        | Parameter: rack=2, trailer=0
4711: get_from_hangar           | Parameter: hangar=0, trailer_factory=1
4712: left_stack_rack           | Parameter: rack=7, trailer=0
4713: left_unstack_rack         | Parameter: rack=1, trailer=0
4714: right_stack_rack          | Parameter: rack=2, trailer=0
4715: right_unstack_rack        | Parameter: rack=5, trailer=2
4716: left_stack_rack           | Parameter: rack=1, trailer=0
4717: left_unstack_rack         | Parameter: rack=5, trailer_id=0
4718: left_stack_rack           | Parameter: rack=0, trailer=0
4719: left_unstack_rack         | Parameter: rack=4, trailer=0
4720: right_stack_rack          | Parameter: rack=7, trailer=1
4721: left_stack_rack           | Parameter: rack=1, trailer=0
4722: left_unstack_rack         | Parameter: rack=3, trailer=0
4723: load_beluga               | Parameter: trailer_beluga=0
4724: left_unstack_rack         | Parameter: rack=7, trailer=0
4725: left_stack_rack           | Parameter: rack=4, trailer=0
4726: right_unstack_rack        | Parameter: rack=5, trailer=1
4727: left_unstack_rack         | Parameter: rack=2, trailer=0
4728: right_unstack_rack        | Parameter: rack=6, trailer=0
4729: left_stack_rack           | Parameter: rack=6, trailer=0
4730: left_unstack_rack         | Parameter: rack=2, trailer=0
4731: right_stack_rack          | Parameter: rack=3, trailer=1
4732: left_stack_rack           | Parameter: rack=7, trailer=0
4733: left_unstack_rack         | Parameter: rack=4, trailer=0
4734: right_unstack_rack        | Parameter: rack=2, trailer=1
4735: left_stack_rack           | Parameter: rack=5, trailer=0
4736: left_unstack_rack         | Parameter: rack=2, trailer_id=0
4737: right_stack_rack          | Parameter: rack=2, trailer=1
4738: left_stack_rack           | Parameter: rack=2, trailer=0
4739: left_unstack_rack         | Parameter: rack=6, trailer=0
4740: right_unstack_rack        | Parameter: rack=2, trailer=1
4741: right_stack_rack          | Parameter: rack=7, trailer=1
4742: right_unstack_rack        | Parameter: rack=4, trailer=1
4743: right_stack_rack          | Parameter: rack=0, trailer=0
4744: left_stack_rack           | Parameter: rack=7, trailer=0
4745: left_unstack_rack         | Parameter: rack=2, trailer_id=0
4746: right_unstack_rack        | Parameter: rack=0, trailer=0
4747: right_stack_rack          | Parameter: rack=3, trailer=0
4748: right_unstack_rack        | Parameter: rack=4, trailer=0
4749: load_beluga               | Parameter: trailer_beluga=0
4750: left_unstack_rack         | Parameter: rack=6, trailer=0
4751: left_stack_rack           | Parameter: rack=2, trailer=0
4752: left_unstack_rack         | Parameter: rack=1, trailer=0
4753: right_stack_rack          | Parameter: rack=4, trailer=0
4754: right_stack_rack          | Parameter: rack=0, trailer=2
4755: right_stack_rack          | Parameter: rack=6, trailer=1
4756: right_unstack_rack        | Parameter: rack=7, trailer=2
4757: left_stack_rack           | Parameter: rack=7, trailer=0
4758: left_unstack_rack         | Parameter: rack=5, trailer=0
4759: right_unstack_rack        | Parameter: rack=7, trailer=0
4760: right_stack_rack          | Parameter: rack=4, trailer=2
4761: left_stack_rack           | Parameter: rack=5, trailer=0
4762: left_unstack_rack         | Parameter: rack=4, trailer=0
4763: right_unstack_rack        | Parameter: rack=1, trailer=2
4764: right_unstack_rack        | Parameter: rack=0, trailer=1
4765: right_stack_rack          | Parameter: rack=1, trailer=1
4766: right_unstack_rack        | Parameter: rack=7, trailer=1
4767: left_stack_rack           | Parameter: rack=7, trailer=0
4768: left_unstack_rack         | Parameter: rack=4, trailer=0
4769: left_stack_rack           | Parameter: rack=0, trailer=0
4770: left_unstack_rack         | Parameter: rack=7, trailer=0
4771: right_stack_rack          | Parameter: rack=4, trailer=0
4772: right_stack_rack          | Parameter: rack=6, trailer=1
4773: right_unstack_rack        | Parameter: rack=2, trailer=1
4774: left_stack_rack           | Parameter: rack=6, trailer=0
4775: left_unstack_rack         | Parameter: rack=4, trailer=0
4776: right_unstack_rack        | Parameter: rack=2, trailer_id=0
4777: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=0
4778: right_unstack_rack        | Parameter: rack=5, trailer=0
4779: right_stack_rack          | Parameter: rack=2, trailer=1
4780: left_stack_rack           | Parameter: rack=7, trailer=0
4781: right_unstack_rack        | Parameter: rack=2, trailer_id=1
4782: left_unstack_rack         | Parameter: rack=4, trailer=0
4783: left_stack_rack           | Parameter: rack=1, trailer=0
4784: left_unstack_rack         | Parameter: rack=4, trailer_id=0
4785: load_beluga               | Parameter: trailer_beluga=0
4786: left_unstack_rack         | Parameter: rack=7, trailer=0
4787: right_stack_rack          | Parameter: rack=6, trailer=1
4788: right_stack_rack          | Parameter: rack=7, trailer=2
4789: get_from_hangar           | Parameter: hangar=0, trailer_factory=1
4790: right_unstack_rack        | Parameter: rack=6, trailer_id=2
4791: left_stack_rack           | Parameter: rack=2, trailer=0
4792: left_unstack_rack         | Parameter: rack=3, trailer=0
4793: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=2
4794: right_unstack_rack        | Parameter: rack=6, trailer=2
4795: right_stack_rack          | Parameter: rack=6, trailer=1
4796: right_stack_rack          | Parameter: rack=5, trailer=2
4797: right_unstack_rack        | Parameter: rack=6, trailer=1
4798: right_unstack_rack        | Parameter: rack=2, trailer=2
4799: left_stack_rack           | Parameter: rack=5, trailer=0
4800: left_unstack_rack         | Parameter: rack=3, trailer=0
4801: right_stack_rack          | Parameter: rack=6, trailer=1
4802: right_stack_rack          | Parameter: rack=3, trailer=0
4803: load_beluga               | Parameter: trailer_beluga=0
4804: unload_beluga             | Parameter: -
4805: left_stack_rack           | Parameter: rack=2, trailer=0
4806: unload_beluga             | Parameter: -
4807: left_stack_rack           | Parameter: rack=2, trailer=0
4808: get_from_hangar           | Parameter: hangar=0, trailer_factory=0
4809: unload_beluga             | Parameter: -
4810: right_unstack_rack        | Parameter: rack=7, trailer=1
4811: left_stack_rack           | Parameter: rack=6, trailer=0
4812: left_unstack_rack         | Parameter: rack=1, trailer=0
4813: left_stack_rack           | Parameter: rack=4, trailer=0
4814: left_unstack_rack         | Parameter: rack=2, trailer=0
4815: right_stack_rack          | Parameter: rack=2, trailer=2
4816: right_unstack_rack        | Parameter: rack=3, trailer=2
4817: left_stack_rack           | Parameter: rack=3, trailer=0
4818: left_unstack_rack         | Parameter: rack=2, trailer=0
4819: left_stack_rack           | Parameter: rack=3, trailer=0
4820: right_stack_rack          | Parameter: rack=2, trailer=0
4821: right_unstack_rack        | Parameter: rack=0, trailer=0
4822: left_unstack_rack         | Parameter: rack=2, trailer_id=0
4823: right_stack_rack          | Parameter: rack=2, trailer=0
4824: right_unstack_rack        | Parameter: rack=6, trailer=0
4825: load_beluga               | Parameter: trailer_beluga=0
4826: left_unstack_rack         | Parameter: rack=6, trailer=0
4827: right_stack_rack          | Parameter: rack=2, trailer=2
4828: right_stack_rack          | Parameter: rack=6, trailer=1
4829: right_stack_rack          | Parameter: rack=0, trailer=0
4830: left_stack_rack           | Parameter: rack=4, trailer=0
4831: left_unstack_rack         | Parameter: rack=6, trailer=0
4832: right_unstack_rack        | Parameter: rack=1, trailer=2
4833: right_stack_rack          | Parameter: rack=4, trailer=2
4834: left_stack_rack           | Parameter: rack=7, trailer=0
4835: left_unstack_rack         | Parameter: rack=4, trailer=0
4836: left_stack_rack           | Parameter: rack=6, trailer=0
4837: left_unstack_rack         | Parameter: rack=7, trailer=0
4838: left_stack_rack           | Parameter: rack=1, trailer=0
4839: left_unstack_rack         | Parameter: rack=3, trailer=0
4840: right_unstack_rack        | Parameter: rack=7, trailer=0
4841: right_unstack_rack        | Parameter: rack=5, trailer=1
4842: left_stack_rack           | Parameter: rack=4, trailer=0
4843: left_unstack_rack         | Parameter: rack=5, trailer=0
4844: right_stack_rack          | Parameter: rack=0, trailer=1
4845: right_unstack_rack        | Parameter: rack=0, trailer=2
4846: left_stack_rack           | Parameter: rack=5, trailer=0
4847: left_unstack_rack         | Parameter: rack=4, trailer=0
4848: left_stack_rack           | Parameter: rack=3, trailer=0
4849: right_stack_rack          | Parameter: rack=2, trailer=2
4850: left_unstack_rack         | Parameter: rack=6, trailer=0
4851: right_unstack_rack        | Parameter: rack=4, trailer=2
4852: left_stack_rack           | Parameter: rack=4, trailer=0
4853: left_unstack_rack         | Parameter: rack=5, trailer=0
4854: right_stack_rack          | Parameter: rack=6, trailer=0
4855: right_unstack_rack        | Parameter: rack=3, trailer=0
4856: left_stack_rack           | Parameter: rack=7, trailer=0
4857: left_unstack_rack         | Parameter: rack=0, trailer=0
4858: right_stack_rack          | Parameter: rack=5, trailer=0
4859: left_stack_rack           | Parameter: rack=4, trailer=0
4860: left_unstack_rack         | Parameter: rack=2, trailer=0
4861: right_stack_rack          | Parameter: rack=0, trailer=2
4862: right_unstack_rack        | Parameter: rack=3, trailer_id=0
4863: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=0
4864: get_from_hangar           | Parameter: hangar=0, trailer_factory=0
4865: right_unstack_rack        | Parameter: rack=0, trailer=1
4866: left_stack_rack           | Parameter: rack=0, trailer=0
4867: left_unstack_rack         | Parameter: rack=3, trailer=0
4868: left_stack_rack           | Parameter: rack=6, trailer=0
4869: right_unstack_rack        | Parameter: rack=4, trailer=2
4870: left_unstack_rack         | Parameter: rack=0, trailer=0
4871: left_stack_rack           | Parameter: rack=3, trailer=0
4872: left_unstack_rack         | Parameter: rack=7, trailer=0
4873: right_stack_rack          | Parameter: rack=0, trailer=1
4874: right_unstack_rack        | Parameter: rack=2, trailer=1
4875: left_stack_rack           | Parameter: rack=7, trailer=0
4876: left_unstack_rack         | Parameter: rack=5, trailer=0
4877: right_stack_rack          | Parameter: rack=1, trailer=2
4878: right_unstack_rack        | Parameter: rack=0, trailer=2
4879: left_stack_rack           | Parameter: rack=5, trailer=0
4880: left_unstack_rack         | Parameter: rack=3, trailer=0
4881: right_stack_rack          | Parameter: rack=4, trailer=0
4882: left_stack_rack           | Parameter: rack=3, trailer=0
4883: left_unstack_rack         | Parameter: rack=0, trailer=0
4884: right_unstack_rack        | Parameter: rack=5, trailer=0
4885: right_stack_rack          | Parameter: rack=4, trailer=0
4886: right_stack_rack          | Parameter: rack=0, trailer=1
4887: right_stack_rack          | Parameter: rack=0, trailer=2
4888: left_stack_rack           | Parameter: rack=0, trailer=0
4889: left_unstack_rack         | Parameter: rack=4, trailer=0
4890: right_unstack_rack        | Parameter: rack=0, trailer=2
4891: right_stack_rack          | Parameter: rack=6, trailer=2
4892: right_unstack_rack        | Parameter: rack=6, trailer=0
4893: left_stack_rack           | Parameter: rack=5, trailer=0
4894: left_unstack_rack         | Parameter: rack=0, trailer=0
4895: right_unstack_rack        | Parameter: rack=5, trailer_id=1
4896: right_unstack_rack        | Parameter: rack=6, trailer=2
4897: left_stack_rack           | Parameter: rack=0, trailer=0
4898: left_unstack_rack         | Parameter: rack=1, trailer=0
4899: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=1
4900: right_unstack_rack        | Parameter: rack=0, trailer_id=1
4901: deliver_to_hangar         | Parameter: hangar=1, trailer_factory=1
4902: left_stack_rack           | Parameter: rack=1, trailer=0
4903: get_from_hangar           | Parameter: hangar=0, trailer_factory=1
4904: right_stack_rack          | Parameter: rack=5, trailer=2
4905: right_unstack_rack        | Parameter: rack=0, trailer=2
4906: left_unstack_rack         | Parameter: rack=2, trailer=0
4907: left_stack_rack           | Parameter: rack=5, trailer=0
4908: left_unstack_rack         | Parameter: rack=0, trailer=0
4909: left_stack_rack           | Parameter: rack=3, trailer=0
4910: left_unstack_rack         | Parameter: rack=6, trailer=0
4911: left_stack_rack           | Parameter: rack=5, trailer=0
4912: left_unstack_rack         | Parameter: rack=0, trailer=0
4913: left_stack_rack           | Parameter: rack=4, trailer=0
4914: right_stack_rack          | Parameter: rack=2, trailer=0
4915: left_unstack_rack         | Parameter: rack=4, trailer=0
4916: right_unstack_rack        | Parameter: rack=7, trailer=0
4917: right_stack_rack          | Parameter: rack=6, trailer=1
4918: right_stack_rack          | Parameter: rack=0, trailer=2
4919: get_from_hangar           | Parameter: hangar=1, trailer_factory=1
4920: left_stack_rack           | Parameter: rack=2, trailer=0
4921: left_unstack_rack         | Parameter: rack=6, trailer=0
4922: right_unstack_rack        | Parameter: rack=1, trailer=2
4923: left_stack_rack           | Parameter: rack=2, trailer=0
4924: left_unstack_rack         | Parameter: rack=6, trailer=0
4925: left_stack_rack           | Parameter: rack=1, trailer=0
4926: left_unstack_rack         | Parameter: rack=3, trailer=0
4927: left_stack_rack           | Parameter: rack=2, trailer=0
4928: left_unstack_rack         | Parameter: rack=1, trailer=0
4929: right_stack_rack          | Parameter: rack=0, trailer=1
4930: left_stack_rack           | Parameter: rack=1, trailer=0
4931: left_unstack_rack         | Parameter: rack=4, trailer=0
4932: left_stack_rack           | Parameter: rack=3, trailer=0
4933: left_unstack_rack         | Parameter: rack=4, trailer_id=0
4934: load_beluga               | Parameter: trailer_beluga=0
4935: left_unstack_rack         | Parameter: rack=6, trailer_id=0
4936: right_stack_rack          | Parameter: rack=3, trailer=2
4937: right_unstack_rack        | Parameter: rack=0, trailer=2
4938: load_beluga               | Parameter: trailer_beluga=0
4939: left_unstack_rack         | Parameter: rack=4, trailer=0
4940: right_stack_rack          | Parameter: rack=6, trailer=2
4941: right_unstack_rack        | Parameter: rack=1, trailer=1
4942: right_stack_rack          | Parameter: rack=4, trailer=0
4943: right_stack_rack          | Parameter: rack=1, trailer=1
4944: left_stack_rack           | Parameter: rack=0, trailer=0
4945: left_unstack_rack         | Parameter: rack=3, trailer=0
4946: right_unstack_rack        | Parameter: rack=1, trailer=2
4947: right_unstack_rack        | Parameter: rack=2, trailer=1
4948: right_unstack_rack        | Parameter: rack=0, trailer=0
4949: left_stack_rack           | Parameter: rack=3, trailer=0
4950: left_unstack_rack         | Parameter: rack=6, trailer=0
4951: right_stack_rack          | Parameter: rack=4, trailer=0
4952: right_unstack_rack        | Parameter: rack=2, trailer=0
4953: left_stack_rack           | Parameter: rack=7, trailer=0
4954: left_unstack_rack         | Parameter: rack=4, trailer=0
4955: right_stack_rack          | Parameter: rack=4, trailer=1
4956: right_stack_rack          | Parameter: rack=0, trailer=2
4957: right_unstack_rack        | Parameter: rack=5, trailer=2
4958: right_unstack_rack        | Parameter: rack=7, trailer=1
4959: right_stack_rack          | Parameter: rack=4, trailer=2
4960: right_stack_rack          | Parameter: rack=4, trailer=0
4961: right_stack_rack          | Parameter: rack=4, trailer=1
4962: right_unstack_rack        | Parameter: rack=6, trailer=0
4963: right_stack_rack          | Parameter: rack=1, trailer=0
4964: right_unstack_rack        | Parameter: rack=3, trailer=2
4965: right_stack_rack          | Parameter: rack=4, trailer=2
4966: left_stack_rack           | Parameter: rack=6, trailer=0
4967: left_unstack_rack         | Parameter: rack=4, trailer=0
4968: left_stack_rack           | Parameter: rack=6, trailer=0
4969: left_unstack_rack         | Parameter: rack=3, trailer=0
4970: right_unstack_rack        | Parameter: rack=3, trailer=2
4971: right_stack_rack          | Parameter: rack=0, trailer=2
4972: left_stack_rack           | Parameter: rack=3, trailer=0
4973: left_unstack_rack         | Parameter: rack=0, trailer=0
4974: right_unstack_rack        | Parameter: rack=4, trailer=0
4975: right_stack_rack          | Parameter: rack=0, trailer=0
4976: right_unstack_rack        | Parameter: rack=0, trailer=1
4977: right_stack_rack          | Parameter: rack=2, trailer=1
4978: right_unstack_rack        | Parameter: rack=7, trailer=1
4979: right_stack_rack          | Parameter: rack=3, trailer=1
4980: right_unstack_rack        | Parameter: rack=7, trailer_id=0
4981: right_unstack_rack        | Parameter: rack=2, trailer=1
4982: right_stack_rack          | Parameter: rack=7, trailer=1
4983: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=0
4984: right_unstack_rack        | Parameter: rack=3, trailer=2
4985: left_stack_rack           | Parameter: rack=6, trailer=0
4986: left_unstack_rack         | Parameter: rack=7, trailer=0
4987: right_stack_rack          | Parameter: rack=7, trailer=2
4988: right_unstack_rack        | Parameter: rack=1, trailer=2
4989: left_stack_rack           | Parameter: rack=6, trailer=0
4990: left_unstack_rack         | Parameter: rack=7, trailer=0
4991: right_stack_rack          | Parameter: rack=0, trailer=2
4992: get_from_hangar           | Parameter: hangar=0, trailer_factory=0
4993: right_stack_rack          | Parameter: rack=2, trailer=0
4994: left_stack_rack           | Parameter: rack=7, trailer=0
4995: left_unstack_rack         | Parameter: rack=2, trailer=0
4996: right_unstack_rack        | Parameter: rack=4, trailer=0
4997: right_stack_rack          | Parameter: rack=6, trailer=0
4998: left_stack_rack           | Parameter: rack=3, trailer=0
4999: left_unstack_rack         | Parameter: rack=1, trailer=0
5000: left_stack_rack           | Parameter: rack=3, trailer=0
5001: left_unstack_rack         | Parameter: rack=4, trailer=0
5002: left_stack_rack           | Parameter: rack=7, trailer=0
5003: left_unstack_rack         | Parameter: rack=5, trailer=0
5004: left_stack_rack           | Parameter: rack=4, trailer=0
5005: left_unstack_rack         | Parameter: rack=3, trailer=0
5006: left_stack_rack           | Parameter: rack=7, trailer=0
5007: left_unstack_rack         | Parameter: rack=5, trailer=0
5008: right_unstack_rack        | Parameter: rack=1, trailer=0
5009: right_unstack_rack        | Parameter: rack=3, trailer=2
5010: right_stack_rack          | Parameter: rack=1, trailer=2
5011: left_stack_rack           | Parameter: rack=2, trailer=0
5012: left_unstack_rack         | Parameter: rack=1, trailer=0
5013: right_unstack_rack        | Parameter: rack=3, trailer_id=1
5014: left_stack_rack           | Parameter: rack=3, trailer=0
5015: left_unstack_rack         | Parameter: rack=2, trailer=0
5016: right_unstack_rack        | Parameter: rack=2, trailer=2
5017: right_stack_rack          | Parameter: rack=1, trailer=0
5018: right_stack_rack          | Parameter: rack=1, trailer=2
5019: right_unstack_rack        | Parameter: rack=3, trailer=2
5020: left_stack_rack           | Parameter: rack=7, trailer=0
5021: left_unstack_rack         | Parameter: rack=4, trailer=0
5022: right_stack_rack          | Parameter: rack=4, trailer=1
5023: right_unstack_rack        | Parameter: rack=4, trailer_id=0
5024: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=0
5025: left_stack_rack           | Parameter: rack=6, trailer=0
5026: left_unstack_rack         | Parameter: rack=0, trailer=0
5027: get_from_hangar           | Parameter: hangar=0, trailer_factory=0
5028: right_stack_rack          | Parameter: rack=5, trailer=0
5029: right_stack_rack          | Parameter: rack=4, trailer=2
5030: left_stack_rack           | Parameter: rack=4, trailer=0
5031: right_unstack_rack        | Parameter: rack=3, trailer=0
5032: left_unstack_rack         | Parameter: rack=2, trailer=0
5033: right_unstack_rack        | Parameter: rack=1, trailer=1
5034: right_unstack_rack        | Parameter: rack=2, trailer=2
5035: left_stack_rack           | Parameter: rack=4, trailer=0
5036: left_unstack_rack         | Parameter: rack=0, trailer=0
5037: right_stack_rack          | Parameter: rack=4, trailer=0
5038: right_unstack_rack        | Parameter: rack=6, trailer=0
5039: left_stack_rack           | Parameter: rack=3, trailer=0
5040: left_unstack_rack         | Parameter: rack=0, trailer_id=0
5041: right_stack_rack          | Parameter: rack=4, trailer=1
5042: right_unstack_rack        | Parameter: rack=7, trailer=1
5043: load_beluga               | Parameter: trailer_beluga=0
5044: unload_beluga             | Parameter: -
5045: left_stack_rack           | Parameter: rack=6, trailer=0
5046: right_stack_rack          | Parameter: rack=2, trailer=2
5047: right_stack_rack          | Parameter: rack=5, trailer=0
5048: left_unstack_rack         | Parameter: rack=3, trailer=0
5049: left_stack_rack           | Parameter: rack=6, trailer=0
5050: right_unstack_rack        | Parameter: rack=0, trailer=0
5051: right_stack_rack          | Parameter: rack=2, trailer=1
5052: left_unstack_rack         | Parameter: rack=0, trailer=0
5053: left_stack_rack           | Parameter: rack=2, trailer=0
5054: right_stack_rack          | Parameter: rack=2, trailer=0
5055: unload_beluga             | Parameter: -
5056: left_stack_rack           | Parameter: rack=0, trailer=0
5057: right_unstack_rack        | Parameter: rack=4, trailer=1
5058: right_unstack_rack        | Parameter: rack=4, trailer=0
5059: right_unstack_rack        | Parameter: rack=5, trailer=2
5060: right_stack_rack          | Parameter: rack=4, trailer=2
5061: unload_beluga             | Parameter: -
5062: left_stack_rack           | Parameter: rack=5, trailer=0
5063: right_stack_rack          | Parameter: rack=2, trailer=0
5064: right_unstack_rack        | Parameter: rack=2, trailer=2
5065: right_stack_rack          | Parameter: rack=1, trailer=2
5066: right_unstack_rack        | Parameter: rack=6, trailer=2
5067: right_unstack_rack        | Parameter: rack=4, trailer=0
5068: unload_beluga             | Parameter: -
5069: left_stack_rack           | Parameter: rack=1, trailer=0
5070: right_stack_rack          | Parameter: rack=2, trailer=2
5071: right_stack_rack          | Parameter: rack=2, trailer=1
5072: right_unstack_rack        | Parameter: rack=5, trailer=1
5073: right_stack_rack          | Parameter: rack=3, trailer=0
5074: right_unstack_rack        | Parameter: rack=4, trailer=2
5075: left_unstack_rack         | Parameter: rack=0, trailer=0
5076: left_stack_rack           | Parameter: rack=4, trailer=0
5077: left_unstack_rack         | Parameter: rack=0, trailer=0
5078: left_stack_rack           | Parameter: rack=3, trailer=0
5079: left_unstack_rack         | Parameter: rack=4, trailer=0
5080: left_stack_rack           | Parameter: rack=5, trailer=0
5081: right_stack_rack          | Parameter: rack=0, trailer=1
5082: right_unstack_rack        | Parameter: rack=1, trailer=0
5083: right_unstack_rack        | Parameter: rack=0, trailer=1
5084: left_unstack_rack         | Parameter: rack=2, trailer=0
5085: left_stack_rack           | Parameter: rack=5, trailer=0
5086: right_stack_rack          | Parameter: rack=0, trailer=0
5087: unload_beluga             | Parameter: -
5088: left_stack_rack           | Parameter: rack=0, trailer=0
5089: right_unstack_rack        | Parameter: rack=5, trailer=0
5090: left_unstack_rack         | Parameter: rack=0, trailer=0
5091: left_stack_rack           | Parameter: rack=1, trailer=0
5092: unload_beluga             | Parameter: -
5093: left_stack_rack           | Parameter: rack=5, trailer=0
5094: unload_beluga             | Parameter: -
5095: left_stack_rack           | Parameter: rack=2, trailer=0
5096: unload_beluga             | Parameter: -
5097: left_stack_rack           | Parameter: rack=3, trailer=0
5098: unload_beluga             | Parameter: -
5099: left_stack_rack           | Parameter: rack=0, trailer=0
5100: left_unstack_rack         | Parameter: rack=6, trailer=0
5101: left_stack_rack           | Parameter: rack=4, trailer=0
5102: unload_beluga             | Parameter: -
5103: left_stack_rack           | Parameter: rack=6, trailer=0
5104: left_unstack_rack         | Parameter: rack=5, trailer=0
5105: left_stack_rack           | Parameter: rack=2, trailer=0
5106: left_unstack_rack         | Parameter: rack=5, trailer=0
5107: left_stack_rack           | Parameter: rack=4, trailer=0
5108: left_unstack_rack         | Parameter: rack=7, trailer=0
5109: right_stack_rack          | Parameter: rack=5, trailer=1
5110: right_unstack_rack        | Parameter: rack=7, trailer=1
5111: right_stack_rack          | Parameter: rack=3, trailer=1
5112: right_stack_rack          | Parameter: rack=5, trailer=0
5113: left_stack_rack           | Parameter: rack=0, trailer=0
5114: left_unstack_rack         | Parameter: rack=1, trailer=0
5115: right_stack_rack          | Parameter: rack=3, trailer=2
5116: right_unstack_rack        | Parameter: rack=0, trailer=1
5117: right_unstack_rack        | Parameter: rack=0, trailer=2
